Khao Soi Khun Yai,"Not only is this one of the best khao soi I had in Chang Mai, this might be one of the best meals we had in our entire trip. It is a must try and chiang mai.","Orlando, Florida"
Khao Soi Khun Yai,Only has 3 dishes on the menu - noodle specialists! Very friendly staff and very refreshing longan juice. A must eat lunch in Chiang Mai.,Sporkster2000
Khao Soi Khun Yai,"It was really hard to find, as the sign is not in English. But,  for the $$ it was good value. 35 Bt for a huge bowl of khao soi and the women behind the counter were wonderful. The soup part was wonderful, but the...",jamesmc007
Khao Soi Khun Yai,Simply stunning Khao Soi. We came here most days in Chiang Mai because it was so good. If you haven't tasted Khao Soi then you haven't visited Chiang Mai. And if you haven't been to Khao Soi Khun Yai then you haven't tasted Khao Soi....,"Emeryville, California"
Khao Soi Khun Yai,"We tried the kao soy with pork. It was delicious!!!
The broth was really tasty, full of flavors. For the price you pay, it is definitely a great deal!","Bangkok, Thailand"
Khao Soi Khun Yai,"Simple, but very clean open and fresh place. Khao Soi excellent! Worth to try Be careful : opens only for lunch.",andsnw
Khao Soi Khun Yai,"Small, just off a main road and a really nice temple is literally next doors. We were there before 12 and the place wasn't packed yet. It had a really nice, quiet atmosphere and we enjoyed just taking a seat waiting for our food. Since...",ajkar727
Khao Soi Khun Yai,Stopped here on a food tour. The noodles were SO GOOD. Had a great local vibe and it was between two big temple ax,"Jimbaran, Indonesia"
Khao Soi Khun Yai,"That will rock your world.
Smiley service, prices very close to 0. 
If your mommy makes better noodles let me know. I will stop by.","Miami, Florida"
Khao Soi Khun Yai,"Im not sure if it was because I got there late, but I really thought the food was quite average. It was my first Khao soi and every article I read raved about this place but it didn't have any wow factor. Stop by if...",Adam S
Khao Soi Khun Yai,Unassuming and tucked away but worth seeking out for the Khao Soi. There were only two portions left when we get there at 1330. Open 1000-1400,charley48
Khao Soi Khun Yai,This is absolutely delicious! Since visiting get here and trying the Khao Soi this is easily now one of my favourite Thai dishes! Definitely one for the better Khao Soi places I have tried! Get here early before they run out! Open 10am until 14pm.,volkerl776
Khao Soi Khun Yai,Had two large cups of longan juice and the best noodlesoup i've ever tasted for 65 bath :-) will go back again tomorrow for more,idaho
Khao Soi Khun Yai,"By the one I got there khao soi was sold out so I tried their spicy noodle.
Waited about 20mins, it was good. I finished the soup too. Initially wanted khao soi but glad I could taste something else too. Spicy yet it got sourness...","Lucerne, Switzerland"
Khao Soi Khun Yai,"After reading a bunch of articles on who makes the best Khao Soi we decided to try Khun Yai's. We got the beef one (not a huge fan of chicken in Khao Soi), the meat was amazingly tender and fatty.

It was tasty, and the...",jeremyp488
Khao Soi Khun Yai,"This is the best K.S so far after trying 5 places, all recommended.  Not so creamy, not so sweet and spicier.  Only drawback was mine had 1 chicken leg, a bit difficult to eat and just a tiny more chicken would be nice.  But very...","Singapore, Singapore"
Khao Soi Khun Yai,"I came across this eating place when I bought a local ChiangMai map. This one in particular was voted the best in the country. We visited ChiangMai many times and I was afraid always to try the local food especially not restaurant type.
This one...",norvagabond
Khao Soi Khun Yai,To be excellent at something is not easy especially you have so many competitors in one town.  Khao Soi Khun Yai in Chiang Mai is not the exception.  The place had been famous for its Khao Soi and nothing else.  What is Khao Soi?  It...,Oslo
Pakorn's Kitchen,"Dear Thanachris
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner",Chaowat A
Khao Soi Khun Yai,"As part of our tour package, we were entertained to a local dish that is Chiang Mai's contribution to Thai cuisine.  The place was a roadside food place.

In S. Asia it is considered a Burmese dish though a variation.  It was worth a try.",Vincent1168
Pakorn's Kitchen,"I found this place by chance, it's the best place to try some genuine Thai food in Chiangmai. I tried Pad-Thai and Tom-Yam-Goong noodle here. The food was awesome, cozy atmosphere and friendly chef. Don't miss if you stay nearby.",elecresh
Khao Soi Khun Yai,"There is nothing fancy about Khao Soi Khun Yai. It is basically just your normal roadside place with a few tables under an open-air roof sort of place. You know, like any other fast food joints in any city in Thailand. So you have to...","Singapore, Singapore"
Pakorn's Kitchen,"Dear Chaowat
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner","Florence, Italy"
Khao Soi Khun Yai,"When I decided to head to Chiang Mai, a friend had told me that I HAD to have khao soi - this amazing curry noodles dish that was only available in Chiang Mai.

I decided to try all sorts of khao soi where ever I...",CharnP_13
Pakorn's Kitchen,"A very little restaurant, not so easy to notice.
Broad selection of thai specialties for very reasonable price.
It doesn't close at 8 pm, guess they stay open until 10 pm if they have clients..
The average price for a dish is 60 bath (around...",Escape683590
Khao Soi Khun Yai,Some say this is the place for the best Khao Soi. I've had khao soi at only a few places and this is the best I've had. So I went back again and again. It's really not all that hard to find if you've seen...,"Bangkok, Thailand"
Pakorn's Kitchen,"Dear Elecresh
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner",Trenche
Khao Soi Khun Yai,"So this was my first time having Khao Soi, but it was amazing. Asupsiri's photo really helped to find the location. Here's the GPS address: 18.795347,98.983156. 30 THB for a bowl, you can't beat the price.",Mypace
Pakorn's Kitchen,It's very good restaurant food is very tasty I loving it !!! Pearls are very nice too if I comeback to Chiangmai I will go to eat it again and again,"Perth, Australia"
Pakorn's Kitchen,"Dear ฉ้ัตรชัย
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner",Marlene H
Khao Soi Khun Yai,"So for the record, the adres on trip advisor is not correct. Wat Kuan Kama is where you need to be. Take a tuk tuk to Wat Kuan kama ( horse temple ). Go to the right of the entrance and about 20 meters there...","Zurich, Switzerland"
Pakorn's Kitchen,"A little kitchen that if you don't know you could drive right past but..., there is a very good reason why it is so often busy. Once people come here once, they will keep coming back,  like me. Food is excellent and good, fair price....",Alturnn00001
Khao Soi Khun Yai,"I still dream about this place. I may even go so far as to say this is the best noodle dish i have ever eaten.
I was in Chiang Mai for 2 nights, and on my second day i ventured out to this hole-in-the-wall restaurant...",KittyG-Auckland
Pakorn's Kitchen,"Dear Trenche
Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner",BrianC6491
Khao Soi Khun Yai,Walking around in the rain for an hour yesterday without finding this place made it all the more delicious today. Went at 11 am and considering going back before they close at two. Will be eating here every day for the next week. Don't trust...,-
Khao Soi Khun Yai,"Massive fan of khao soi, the primary reason we keep returning to chiang mai! Visited on the strength of the reviews and we were not let down. Highly recommended and use the instructions helpfully provided by previous reviewer. Our driver had no trouble getting us...",Olivia S
Khao Soi Khun Yai,"This was so difficult to find at first, but it's just along Sriproom road and in between two temples. I was expecting so much more. The khao soi was good and cheap. Only 30 baht. But I've had better khao soi in another restaurant. The...","Los Angeles, California"
Khao Soi Khun Yai,"Firstly, do not make the mistake of relying on the map in tripadvisor to find this place. Instead see asupsiri's excellent directions in the review a few before this one. The khao soi beef I had was very good and just 35 baht. Perhaps my...",Samuel H
Khao Soi Khun Yai,"No wonder this place only gets 5 star reviews, this was one of the best dishes I've had in Thailand. A little bit of a wait, but what do you expect when the food is so damn good!",dennisegarcia
Khao Soi Khun Yai,We were reading about this restraurant and did eventually find it what a find we have been in Luang Prabang for three days and this is the best   The food is terrific and although a limited menu the food is superb the drinks were very...,"Taguig City, Philippines"
Khao Soi Khun Yai,"We've tried Khao Soi a few times since we've been in Chiang Mai, but not until we came here did we understand how it was really supposed to taste.  We went for lunch and found it to be busy but with a fairly fast turnover...",SDwarf
Khao Soi Khun Yai,"Khao Soi Kun Yai is the real deal and is totally worth seeking out. I can't speak for how it compares to other Khao Sois, but my wife and I agree that it was one of the most flavorful and memorable dishes we experienced in...","Bangkok, Thailand"
Khao Soi Khun Yai,"Such a great place to eat your Khao Soi! In the old town, just a small local place which is managed by 2 charming ladies. No tourist come here, so expect plastic chairs and small tables but just THE best Khao Soi I ever had!!...",Canada
Khao Soi Khun Yai,"This is not so easy to find but is worth the hunt. Rated ""best bowl"" by some pundits, I wanted to find it myself.

The stall is just off the main road in what looks like the courtyard of a Wat. It is actually a...",Mireille D
Khao Soi Khun Yai,"Khao Soi, a rich curry noodles served with pickels, is an iconic dish of Chiang Mai and some websites have suggested that Khao Soi Khun Yai (Grandmother's Khao Soi) is the best place to taste it.
The place is a typical street cafe. It is...","Bangkok, Thailand"
Khao Soi Khun Yai,"I have tried kao soi in many places, but never as good as here. not too sweet, not too creamy. But very nicely seasened. I walked 5km to get here for 5 days in a row and then they closed for songkhran. The spicy (...",New York
Khao Soi Khun Yai,This is a dish unique to the North of Thailand. Some places make it a little too sweet for my taste but here at Khao Soi Khun Yai it is perfect with a down home cooking flair to it. I have eaten many Khao Soi's...,1999traveler1999
Khao Soi Khun Yai,"We sampled some bowl of Khao Soi while in the north of Thailand - but this place get's our vote for the best one.

It's not as sweet as others we had, it's not as rich because they don't add as much coconut milk, it's...","Freiburg im Breisgau, Germany"
Khao Soi Khun Yai,It was reasonably easy to find as its on the grounds of a fairly large Wat on a major street. It's literally across the moat from the Chang Puak gate food stalls that are popular in the evenings.  The chef and the young man spoke...,Syd M
Khao Soi Khun Yai,This is very home style cooking. Came here to try the chicken khao soi and wasn't disappointed. I find that this version is a traditional non westernised version of khao soi. The sauce is less thick and creamy but rich in flavour and I was...,"Chiang Mai, Thailand"
Khao Soi Khun Yai,"30 Baht ($1 USD) for a bowl of noodles?  I got two - the spicy noodles and a khao soi.  Both were delicious.  This place is open from 10am to 2pm, and everything is outdoors (and covered).  Get there a bit earlier if you don't...",HONkiev
Khao Soi Khun Yai,"After sampling about five or six various Khao Soi places in Chiang Mai, this is the one that gets my top vote. It is authentic, flavorful, and you can't beat the price. My Khao Soi Gai (chicken) was 30 baht for a scrumptious bowlful. It...","Odessa, Ukraine"
Khao Soi Khun Yai,"We fell in love with khao soi at a restaurant the day before and sought this restaurant out based on other reviews. We were totally not disappointed.

This place is a bit hard to find, but worth the effort. See photos for what to look...",mellieann
Khao Soi Khun Yai,"Tried the beef Khao Soi and it really was good. Had never had this dish before, but I certainly hope I have it again sometime. 
It wasn't easy to find as TA's directions are off, but it was worth it.. Someone posted an annotated photo...","Thornhill, Canada"
Khao Soi Khun Yai,"Great food and tho it takes some time to find the way there, it's worthy! Soup is good, noodles is good, beef is good and chicken is good as well! OMG, i miss it so much!","High Wycombe, United Kingdom"
Khao Soi Khun Yai,"This place is incredible. The khao soi here is so rich and flavorful. Complex and hearty, the best meal we've had in Asia. We each ordered a second bowl! We have been traveling the world this year to 24 countries so far, and this is...",Sab_Yu
Khao Soi Khun Yai,"After trying several places, I can definitely say that this is the best one. Really tasty, cheap and very friendly service.","Hong Kong, China"
Khao Soi Khun Yai,"Relatively pleasant experience. 

Street food with the added benefit of dining under the shade. One downside is the noticeable taste of MSG in the dishes.

Bonus points for the complementary water and ice.",wayfaringseels
Khao Soi Khun Yai,"Very simple open air restaurant serving excellent Khao Soi and Noodle Soup. If you want the authentic Chiang Mai experience and taste a delicious local dish, Khao Soi Khun Yai is a must. You will most likely be the only non-Thais there, and that definitely...",anaostmann
Khao Soi Khun Yai,"Cheap price and delicious food! Special Thai flavour but not so spicy, good location and very near to our hotel, recommend","Porto, Portugal"
Khao Soi Khun Yai,"My search for the best eat-outs in Chiang Mai lead me to loads of bloggers talking about Khao Soi Khun Yai, a quaint, nondescript and the best Khao Soi in Chaing Mai. And rightly so. After a long walk in the hot Chiang Mai sun,...",AlexJNg
Khao Soi Khun Yai,"We've been here on a few occasions now and it is always busy! Great Khao Soi and other noodle dishes (most have options of chicken, pork and sometimes beef). Really good also try the special drinks they have Lotus root and Longan- the latter tastes...",Singapore
Khao Soi Khun Yai,"This little gem is as authentic as it gets, and so happens to be the best Khao Soi we had in Chiang Mai. We were the only English speaking guests, and the place was bustling. You could tell each bowl was made with love. Very...",Steve F
Khao Soi Khun Yai,"This is the best K.S so far after trying 5 places, all recommended.  Not so creamy, not so sweet and spicier.  Only drawback was mine had 1 chicken leg, a bit difficult to eat and just a tiny more chicken would be nice.  But very...","Singapore, Singapore"
Khao Soi Khun Yai,"I came across this eating place when I bought a local ChiangMai map. This one in particular was voted the best in the country. We visited ChiangMai many times and I was afraid always to try the local food especially not restaurant type.
This one...",norvagabond
Khao Soi Khun Yai,To be excellent at something is not easy especially you have so many competitors in one town.  Khao Soi Khun Yai in Chiang Mai is not the exception.  The place had been famous for its Khao Soi and nothing else.  What is Khao Soi?  It...,Oslo
Khao Soi Khun Yai,"As part of our tour package, we were entertained to a local dish that is Chiang Mai's contribution to Thai cuisine.  The place was a roadside food place.

In S. Asia it is considered a Burmese dish though a variation.  It was worth a try.",Vincent1168
Khao Soi Khun Yai,"There is nothing fancy about Khao Soi Khun Yai. It is basically just your normal roadside place with a few tables under an open-air roof sort of place. You know, like any other fast food joints in any city in Thailand. So you have to...","Singapore, Singapore"
Khao Soi Khun Yai,"When I decided to head to Chiang Mai, a friend had told me that I HAD to have khao soi - this amazing curry noodles dish that was only available in Chiang Mai.

I decided to try all sorts of khao soi where ever I...",CharnP_13
Khao Soi Khun Yai,Some say this is the place for the best Khao Soi. I've had khao soi at only a few places and this is the best I've had. So I went back again and again. It's really not all that hard to find if you've seen...,"Bangkok, Thailand"
Khao Soi Khun Yai,"So this was my first time having Khao Soi, but it was amazing. Asupsiri's photo really helped to find the location. Here's the GPS address: 18.795347,98.983156. 30 THB for a bowl, you can't beat the price.",Mypace
Khao Soi Khun Yai,"So for the record, the adres on trip advisor is not correct. Wat Kuan Kama is where you need to be. Take a tuk tuk to Wat Kuan kama ( horse temple ). Go to the right of the entrance and about 20 meters there...","Zurich, Switzerland"
Khao Soi Khun Yai,We tried our first Khao Soi here and it's really good! My wife doesn't eat much spicy and so she ordered the Noodle Soop without chili... Great taste and really cheap!,"Markham, Canada"
Khao Soi Khun Yai,Khao Soi is delicious and only 30 B. Easily recommend if you don't want fancy restaurant. I would cone again.,Florian  W
Khao Soi Khun Yai,"Had my first ever Khao Soi here. It was close to the guest house I was staying at. Once day, was randomly walking around this area and saw the mark, and followed it. Ended up being a Khao Soi place! I did not even know...","Medellin, Colombia"
Khao Soi Khun Yai,"This is a small little shop near Wat Kuan Kama. There is a small parking lot for you to park if needed. If you are looking for the best Khao Soi in town, this is the place to go. Try the chicken spicy noodle. It...",MarcinK4031
Khao Soi Khun Yai,We biked over here while temple visiting. Arrived at around 1pm and thankfully they still had Khao Soi left as I heard they sell out. All tables were busy but we were able to grab one when someone left. It was nice to have a...,"Malaga, Spain"
Khao Soi Khun Yai,"We were here a couple of days back at 11:30 in the morning out of fear that the food might run out :). The place is fairly easy to find if you follow directions given by other members.

I had the Khao Soi with beef...",Shirrrbyyy
Khao Soi Khun Yai,"Just ate lunch here - food is amazing!! Best food we have had so far in Thailand! Very busy, get in early to be sure not to miss out",RestlessTravels
Khao Soi Khun Yai,"If you like Khao Soi this is the place to try. For just over a dollar you get a delicious bowl of this Northern Thai dish. Absolutely delicious. We went back 3 times. Kindly note this place is only open for lunch, so get there...","Irvine, California"
Khao Soi Khun Yai,This local traditional street vendor restaurant is a must when you visit the old city. It is on the northside of the city. It offers great food and great taste. A lot of locals go there for lunch.,unplainjane
Khao Soi Khun Yai,"we had read about but never tried khao soi and are so glad we tried here first! the place is a little hard to find, just because there is no real sign in english, but worth seeking out for the great authentic experience! such a...","Amsterdam, The Netherlands"
Khao Soi Khun Yai,"Tried the khao soi here and it was really nice! Not too spicy and the flavour is just too good. Do try their longan juice, it's really refreshing.",Shappell
Khao Soi Khun Yai,"The khao soi here was one of our top meals during our 2 week stay in Thailand. 

At 30 baht a dish (less than a dollar) the value here is unreal, food was fresh and flavors were exploding. 

Would be a shame to miss this...","Kihei, Hawaii"
Khao Soi Khun Yai,"By far my favorite khao soi. Ever since my last visit here a year ago, I've been looking forward to what is, in my opinion, the best khao soi in Chiang Mai. Not too spicy and still with a little kick, a bowl with a...",Beh H
Khao Soi Khun Yai,"Khao Soi served at this place is amazing. Crunchy and soft noodles , great spicy taste. Choice between chicken, pork or beef. When you are in Chiang Mai this place should be on your list.",The_Trusted_Traveler
Khao Soi Khun Yai,This is by far the best Khao Soi in town.  It really easy to find as it on the inner ring road and is the first little Soi past the Wat.  The lady who makes the Khao Soi always laughs at me when I ask...,"San Diego, California"
Khao Soi Khun Yai,"Amazing khan soi! Tucked between Wat Mo Kham Tuang and Wat Monthian, open only between 1100-1400. Go early as they often sell out. Order two portions (one chicken and one pork) you won't regret it!",imwuzzy
Khao Soi Khun Yai,"As recommendation, I came here for lunch. It is quite easy to find this restaurant. It was the 1st time for me to try Khao Soi and it did not make me disappointed, it was tasty over my expectation. 
This small restaurant definitely is my...","Chicago, Illinois"
Khao Soi Khun Yai,Found this place after a long walk. Was rewarded with a great meal. Very limited menu but I was only going for the khao soi. My understanding is that the name of this place translates to Grandma's Khao Soi. The food tasted like it was...,"Chiang Mai, Thailand"
Khao Soi Khun Yai,We were in Chiang mai for 4 days and ate here for lunch on 2 of the 4 days. The khao soi was delicious and super cheap!! 35 baht!! Amazing!,Linh T
Khao Soi Khun Yai,"Some reviewers have said this little hole in the wall restaurant is hard to find.  Actually not so bad.  The old center of Chiang Mai is surrounded by a moat.  There are 2 ""ring roads"" on this moat going opposite directions.  On the north side...",deshark
Khao Soi Khun Yai,"After one serving I was hooked and must have had a dozen bowls during my stay in Chiang Mai. 
The portions aren't huge so you can enjoy 2 bowls in one visit. 
I had both the chicken and pork offerings and would have a hard...",mnguyen2usf
Khao Soi Khun Yai,"Best Khao Soi in ChiangMai. 40baht for a large bowl. Returned every morning to eat! Busy with locals during lunch hour, only open 10-2 mon-sat. Very friendly","New York City, New York"
Khao Soi Khun Yai,"I still dream about this place. I may even go so far as to say this is the best noodle dish i have ever eaten.
I was in Chiang Mai for 2 nights, and on my second day i ventured out to this hole-in-the-wall restaurant...",KittyG-Auckland
Khao Soi Khun Yai,Great place for khao soi lovers. A bowl is only one dollar and there's juices such as lychee and longun. Next to the temple with the big Buddha outside overlooking the canal north side. Very popular and limited space. Only open for lunch.,Robert H
Khao Soi Khun Yai,Walking around in the rain for an hour yesterday without finding this place made it all the more delicious today. Went at 11 am and considering going back before they close at two. Will be eating here every day for the next week. Don't trust...,-
Khao Soi Khun Yai,"Massive fan of khao soi, the primary reason we keep returning to chiang mai! Visited on the strength of the reviews and we were not let down. Highly recommended and use the instructions helpfully provided by previous reviewer. Our driver had no trouble getting us...",Olivia S
Khao Soi Khun Yai,"This place opens for 4 hours per day only. It closed by 2pm.

The soup is really creamy loaded with coconut milk. I've tried both chicken and beef variant and both also did not disappoint me!

It is located at the north end of the...","Toronto, Canada"
Khao Soi Khun Yai,"This was so difficult to find at first, but it's just along Sriproom road and in between two temples. I was expecting so much more. The khao soi was good and cheap. Only 30 baht. But I've had better khao soi in another restaurant. The...","Los Angeles, California"
Khao Soi Khun Yai,"Firstly, do not make the mistake of relying on the map in tripadvisor to find this place. Instead see asupsiri's excellent directions in the review a few before this one. The khao soi beef I had was very good and just 35 baht. Perhaps my...",Samuel H
Khao Soi Khun Yai,Came here with high expectations and this place exceeded it. The broth was the perfect blend of spices and coconut milk.,Oneworldonetrip
Khao Soi Khun Yai,"No wonder this place only gets 5 star reviews, this was one of the best dishes I've had in Thailand. A little bit of a wait, but what do you expect when the food is so damn good!",dennisegarcia
Khao Soi Khun Yai,"I came back to Chiang Mai and was looking forward for this plce. Every day I walk the 30 min in the morning to have this delicious soup. I prefere the pork to the chicken, but they give you the choice of pork, beef and...","Perth, Australia"
Khao Soi Khun Yai,We were reading about this restraurant and did eventually find it what a find we have been in Luang Prabang for three days and this is the best   The food is terrific and although a limited menu the food is superb the drinks were very...,"Taguig City, Philippines"
Khao Soi Khun Yai,"Khao Soi Khun Yai is famous for their Khao Soi.  Khao Soi is their Thai Curry Noodles and Khao Soi Khun Yai is supposed to serve the best Khao Soi in Chiang Mai.  The small simple restaurant is located in between two temples, really easy...",Nomadman411978
Khao Soi Khun Yai,"We've tried Khao Soi a few times since we've been in Chiang Mai, but not until we came here did we understand how it was really supposed to taste.  We went for lunch and found it to be busy but with a fairly fast turnover...",SDwarf
Khao Soi Khun Yai,"Khao Soi Kun Yai is the real deal and is totally worth seeking out. I can't speak for how it compares to other Khao Sois, but my wife and I agree that it was one of the most flavorful and memorable dishes we experienced in...","Bangkok, Thailand"
Khao Soi Khun Yai,"Had khao soi for the first time here, and now I'm spoiled! Less than 1 US dollar for a delicious bowl of yummy goodness. Portions aren't huge, but cheap enough that you can just do a second serving. Went when they were super busy and...",994meaganp
Khao Soi Khun Yai,"It is located at Sri Poom Road at the north gate (Chang Puak). We were the 1st customers of that day and we ordered the famous Khao Soi, it was not disappointing!

Do try their spicy noodle soup, it taste pretty good as well.","Flagstaff, Arizona"
Khao Soi Khun Yai,"Ate at a few other spots that weren't good or too sweet, but after finding this little gem I ordered one bowl and quickly ordered another before the 2pm cutoff.  Totally the best I've had here and anywhere!  You know it's good when it's all...",MingKern
Khao Soi Khun Yai,"I had to pay this restaurant a visit after seeing it on youtube.
Like others have said its not open all day so good for lunch but it gets busy so be warned !
I had two bowls of noodles which were, Khao soi nuea...","Penang Island, Malaysia"
Khao Soi Khun Yai,"We had khao soi noodles somewhere else, but it wasn't that good.  This place was well recommended and we decided to stop by for a bowl of noodles.  There was ample parking on the compound and the owners understand our orders in English. We ordered...",Jani T
Khao Soi Khun Yai,"Service is nice and quick, always busy, limited hours but perfect for lunch. If you're really hungry, order two!! It was great khao soi and everyone raves, but personally I think i've had comparable at random little spots in chiang mai without as much attention....",Ian B
Khao Soi Khun Yai,"Not difficult to find even with the little Thai signboard. Just gotta watch out for it right after the wat.

The curry is thick, intense but a little too spicy for me. I prefer the ones near Wat Fa Ham. In any case, try them...","Greater London, United Kingdom"
Khao Soi Khun Yai,"If I could give it 6 stars, I would!  This is hands down the best khao soi in Chiang Mai, just ask the massive crowd that packs in every day at lunch time. There is no English sign out front, but poke your head through...",fire-tower
Khao Soi Khun Yai,best curry noodle soup for 35 baht. hours: 10-2pm. will definitely come back at least one more time.,Megan S
Khao Soi Khun Yai,"I live in Chiangmai, khao soi khun yai is my favourite khao soi shop. The owner makes a unique and authentic taste of her khao soi. The taste of khao soi is just a right taste for local and tourist. Moreover there are several type...","Silver Spring, Maryland"
Khao Soi Khun Yai,"Great food! They close at 2pm but start to run out of food by 1pm, it's that good! So go early! The shop is a little hidden inside a parking gate of another building but Google maps was accurate of the location.",Vichitra L
Khao Soi Khun Yai,Nice northern thai dishes Khow soy a little bit spicy but it's ok for us. the price are reasonable the shop easy to find near the temple. on the canal road inside the old city.,"Chiang Mai, Thailand"
Khao Soi Khun Yai,"Best meal 25bht, decor pretty sparse but who Cates, has khao soi pork,will be back for lunch tomorrow.",newlo
Khao Soi Khun Yai,"Nice noodle, cheap price, unique find sandwich in between 2temples. Love khas so I noodles with the spicy soup",Seattle
Khao Soi Khun Yai,"Food was good but we're there for 1 hour before we got our food. Numerous Asian groups of people were served before us, although they ordered after.",Backpacker466
Khao Soi Khun Yai,"Set in a rustic outdoor kind of shed, a steady stream of scooters will let you know you are in the right place. Scribble your order down on a little piece of paper and get ready for a treat. The Khao Soi here was incredibly...","Chiang Mai, Thailand"
Khao Soi Khun Yai,"Very very tasty Khao soi and only 30Baht. Much tastier than in restaurant and eating with locals guaranteed!

Open only until 14:00 and closed on Sunday!",Houly
Khao Soi Khun Yai,"For my 30 year solo traveler and stay around the world with education, leisure and business, and as a cook both in Chinese and western foods. Khao Soi Khun Yai is one on my top list.
Regardless the price, you can find a very tasty...",Newcastle Australia
Khao Soi Khun Yai,"It is a little difficult to find because it is just off of the main road, but definitely worth the effort. We walked there, but there is parking available at the restaurant.

Their main dish, as the name implies, is khao soi, but they also...",Bangkok
Khao Soi Khun Yai,"I had trouble finding this restaurant, I thought it was down the alley by Wat Kuan Kana but it is not. Actually, it is on the corner and the sign is in Thai , so I missed it. But it was worth the trouble. It...",mark3141
Khao Soi Khun Yai,"Great Khao Soi. Very small place, right near the north gate in Chiang Mai. They are only open from 10-2 I believe, lunch hours only. Menu is small. The Khao Soi is delicious, has great noodles and very tender beef. We also tried the spicy...",kjones44
Khao Soi Khun Yai,"delicious bowl of Khao Soi and other noodles in a small stall off the main road.

Delicious and cheap what more do you want?

Nice mixture of foreigners and locals.","Oberon, Australia"
Khao Soi Khun Yai,"I love their tom yam noodle A LOT! the taste is just right, not too sweet, not too bland. While my hubby loves Khao Soi which is good both beef and chicken. Avoid going during lunch time to avoid the crowd as there're only 6...",David H
Khao Soi Khun Yai,The soup was a must have if you are in chiang Mai. Khoa soi soup is nothing like you would find in North America. Will be coming back.,"Arlington, Virginia"
Khao Soi Khun Yai,We needed breakfast and we were craving bowl of soup. We ordered two chicken and one bowl of the beef Khao Soi soup. Delicious flavors! Our young son thought it was one of the best soup he has had in Thailand. Glad we read about...,BagusSedap
Khao Soi Khun Yai,Just had lunch here. It was delicious. We had the Khao soi and the noodle soup with pork as well as the lotus tea. The food came out quick and was wonderful. The bill came to 85 baht which is a little less than $2.50...,"London, United Kingdom"
Khao Soi Khun Yai,"You have to get here early, because she runs out before lunch every day. This is one of the best Khao Soi restaurants in Chiang Mai (and I am trying them all!) It is not to be missed. If you only try one place in...",Aenoi
Khao Soi Khun Yai,"So good. I mean so so good. It's not on the road... It's behind a gate, so easy to miss if you're driving. Small outdoor seating area. Only 35-40 baht for serious deliciousness!!!","Zaandam, The Netherlands"
Khao Soi Khun Yai,Only has 3 dishes on the menu - noodle specialists! Very friendly staff and very refreshing longan juice. A must eat lunch in Chiang Mai.,Sporkster2000
Khao Soi Khun Yai,Simply stunning Khao Soi. We came here most days in Chiang Mai because it was so good. If you haven't tasted Khao Soi then you haven't visited Chiang Mai. And if you haven't been to Khao Soi Khun Yai then you haven't tasted Khao Soi....,"Emeryville, California"
Khao Soi Khun Yai,"Simple, but very clean open and fresh place. Khao Soi excellent! Worth to try Be careful : opens only for lunch.",andsnw
Khao Soi Khun Yai,Stopped here on a food tour. The noodles were SO GOOD. Had a great local vibe and it was between two big temple ax,"Jimbaran, Indonesia"
Khao Soi Khun Yai,"Im not sure if it was because I got there late, but I really thought the food was quite average. It was my first Khao soi and every article I read raved about this place but it didn't have any wow factor. Stop by if...",Adam S
Khao Soi Khun Yai,This is absolutely delicious! Since visiting get here and trying the Khao Soi this is easily now one of my favourite Thai dishes! Definitely one for the better Khao Soi places I have tried! Get here early before they run out! Open 10am until 14pm.,volkerl776
Khao Soi Khun Yai,"By the one I got there khao soi was sold out so I tried their spicy noodle.
Waited about 20mins, it was good. I finished the soup too. Initially wanted khao soi but glad I could taste something else too. Spicy yet it got sourness...","Lucerne, Switzerland"
Khao Soi Khun Yai,"After reading a bunch of articles on who makes the best Khao Soi we decided to try Khun Yai's. We got the beef one (not a huge fan of chicken in Khao Soi), the meat was amazingly tender and fatty.

It was tasty, and the...",jeremyp488
Khao Soi Khun Yai,"Have been to CM many times, first time visiting this shop though. The reason people rave about the KS here, is that the mistakes at the lessor shops commit are not made here... curry was thick, not too watery; right amount of spice, and not...",GLX1138
Khao Soi Khun Yai,"Most tuk yuk guys were not familiar with this place but one of them spoke English and located it for us on the GPS. 
It was packed on a weekday and most of the items on the menu were over giving us no choice. 

It...","San Antonio, Texas"
Khao Soi Khun Yai,"I am a great fan of any type of noodle in a curry soup! I have been eating Penang curry mee since I was 10 and I try to find and devour every types of curry noodles I can find.

When I arrived in Chiang...","Chiang Mai, Thailand"
